data,uf,canal,categoria,segmento,produto,quantidade,receita,custo,lucro
2023-04-12 08:44:56.758703481,SC,Online,Acessórios,Varejo,Produto_116,5,2.932.507.816.171.570,18.965.477.629.721.900,10.359.600.531.993.800
2023-04-12 15:45:35.654261705,SC,Loja Física,Móveis,Distribuidor,Produto_36,10,10.886.462.769.392.700,7.509.856.049.774.040,33.766.067.196.186.900
2023-04-12 22:46:14.549819928,PR,Marketplace,Serviços,Distribuidor,Produto_116,2,4.163.056.190.978.090,24.093.338.288.991.800,17.537.223.620.789.000
2023-04-13 05:46:53.445378151,ES,Loja Física,Eletrônicos,Distribuidor,Produto_56,4,21.476.193.059.275.300,17.333.234.628.593.600,41.429.584.306.817.400
2023-04-13 19:48:11.236494598,BA,Loja Física,Serviços,Corporativo,Produto_112,11,2.391.968.310.212.170,19.553.426.173.617.500,4.366.256.928.504.250
2023-04-14 02:48:50.132052821,MG,Online,Acessórios,Corporativo,Produto_17,2,33.676.465.169.907.300,2.662.424.970.824.760,7.052.215.461.659.710
2023-04-14 16:50:07.923169268,SC,Representante,Informática,Varejo,Produto_119,14,25.357.037.699.914.700,16.344.207.128.307.600,901.283.057.160.711
2023-04-14 23:50:46.818727491,SP,Marketplace,Acessórios,Distribuidor,Produto_40,4,69.725.213.447.247.800,58.728.844.362.781.700,1.099.636.908.446.600
2023-04-15 06:51:25.714285714,MG,Loja Física,Acessórios,Corporativo,Produto_51,8,1.574.597.221.295.860,1.201.742.619.821.300,37.285.460.147.455.900
2023-04-15 13:52:04.609843938,ES,Representante,Eletrônicos,Varejo,Produto_51,2,1.971.039.514.724.730,11.953.398.283.870.600,7.756.996.863.376.740
2023-04-15 20:52:43.505402160,SP,Online,Móveis,Distribuidor,Produto_14,5,10.296.882.318.899.100,5.966.086.025.047.370,4.330.796.293.851.810
2023-04-15 20:52:43.505402160,SP,Representante,Acessórios,Varejo,Produto_19,6,80.667.762.015.031.600,4.536.693.971.680.850,35.300.822.298.223.000
2023-04-16 03:53:22.400960384,SC,Marketplace,Serviços,Corporativo,Produto_3,14,13.788.054.023.489.800,11.531.040.630.602.900,2.257.013.392.886.840
2023-04-16 10:54:01.296518608,BA,Loja Física,Serviços,Varejo,Produto_56,6,917.655.626.816.469,5.893.504.499.826.760,3.283.051.768.337.920
2023-04-16 10:54:01.296518608,SC,Marketplace,Acessórios,Corporativo,Produto_2,13,19.082.168.637.299.000,15.241.143.421.869.300,38.410.252.154.297.300
2023-04-16 17:54:40.192076830,BA,Online,Serviços,Corporativo,Produto_62,7,12.380.860.636.236.000,9.014.613.502.133.690,33.662.471.341.023.600
2023-04-16 17:54:40.192076830,MG,Loja Física,Eletrônicos,Varejo,Produto_83,14,3.296.413.527.726.590,19.827.499.018.974.400,13.136.636.258.291.400
2023-04-17 00:55:19.087635054,MG,Representante,Móveis,Varejo,Produto_48,9,6.462.529.005.298.310,39.983.694.596.722.300,2.464.159.545.626.080
2023-04-17 07:55:57.983193278,PR,Representante,Acessórios,Corporativo,Produto_37,7,12.136.793.891.005.400,9.571.847.355.309.930,2.564.946.535.695.460
2023-04-17 07:55:57.983193278,PR,Online,Eletrônicos,Distribuidor,Produto_56,13,33.840.765.422.155.400,19.959.439.586.204.600,13.881.325.835.950.700
2023-04-17 07:55:57.983193278,ES,Online,Eletrônicos,Corporativo,Produto_78,12,1.032.882.420.723.140,7.528.761.846.051.770,28.000.623.611.796.800
2023-04-17 14:56:36.878751500,MG,Representante,Acessórios,Distribuidor,Produto_5,3,5.472.942.256.478.190,4.429.508.633.956.080,10.434.336.225.221.100
2023-04-17 14:56:36.878751500,RJ,Marketplace,Informática,Corporativo,Produto_55,11,12.520.451.159.492.400,7.163.112.193.119.130,5.357.338.966.373.350
2023-04-17 21:57:15.774309724,MG,Online,Acessórios,Distribuidor,Produto_88,9,2.702.899.722.934.550,16.499.396.984.693.200,10.529.600.244.652.200
2023-04-18 11:58:33.565426170,BA,Loja Física,Móveis,Distribuidor,Produto_89,10,19.332.802.054.285.700,1.424.223.192.660.460,50.905.701.276.811.100
2023-04-18 11:58:33.565426170,RJ,Marketplace,Móveis,Distribuidor,Produto_108,10,14.515.847.398.868.000,11.856.775.930.289.600,2.659.071.468.578.440
2023-04-18 18:59:12.460984394,RS,Marketplace,Eletrônicos,Varejo,Produto_98,6,5.771.147.386.901.040,4.282.418.886.357.550,14.887.285.005.434.900
2023-04-18 18:59:12.460984394,SC,Loja Física,Eletrônicos,Corporativo,Produto_23,9,7.468.850.162.971.820,5.960.718.821.310.230,15.081.313.416.615.800
2023-04-19 01:59:51.356542616,PR,Marketplace,Eletrônicos,Distribuidor,Produto_13,6,734.836.527.850.771,51.964.179.905.321.600,21.519.472.879.755.400
2023-04-19 01:59:51.356542616,MG,Loja Física,Eletrônicos,Corporativo,Produto_41,13,27.390.690.395.686.900,2.283.715.413.838.670,4.553.536.257.300.140
2023-04-19 16:01:09.147659064,SC,Loja Física,Móveis,Distribuidor,Produto_75,4,3.611.089.634.439.170,29.183.294.161.541.900,6.927.602.182.849.800
2023-04-20 06:02:26.938775510,SP,Marketplace,Móveis,Corporativo,Produto_118,14,7.756.361.584.267.550,4.790.842.377.677.460,296.551.920.659.009
2023-04-20 06:02:26.938775510,MG,Loja Física,Serviços,Corporativo,Produto_89,5,35.815.725.702.815.100,2.762.729.810.689.660,8.188.427.595.918.460
2023-04-20 06:02:26.938775510,PR,Loja Física,Eletrônicos,Distribuidor,Produto_59,5,6.075.823.269.051.210,47.794.386.557.975.400,12.963.846.132.536.600
2023-04-20 06:02:26.938775510,RS,Representante,Móveis,Distribuidor,Produto_29,9,7.637.323.332.281.100,5.344.443.848.555.190,22.928.794.837.259.000
2023-04-21 03:04:23.625450180,RJ,Loja Física,Eletrônicos,Varejo,Produto_90,8,5.450.061.065.421.010,3.708.677.496.237.190,17.413.835.691.838.100
2023-04-22 00:06:20.312124850,RJ,Marketplace,Eletrônicos,Varejo,Produto_60,8,6.295.800.757.274.500,3.940.621.409.807.970,2.355.179.347.466.530
2023-04-22 14:07:38.103241296,BA,Loja Física,Informática,Distribuidor,Produto_72,12,16.507.395.044.510.500,1.047.033.085.773.310,6.037.064.186.777.400
2023-04-22 21:08:16.998799520,MG,Representante,Móveis,Varejo,Produto_50,4,6.029.266.375.007.650,4.977.304.412.879.610,10.519.619.621.280.300
2023-04-22 21:08:16.998799520,SC,Marketplace,Acessórios,Corporativo,Produto_18,2,4.894.111.626.870.230,31.145.194.868.315.800,17.795.921.400.386.500
2023-04-22 21:08:16.998799520,RS,Representante,Móveis,Varejo,Produto_58,7,10.674.090.678.199.600,6.696.831.113.464.600,3.977.259.564.735.040
2023-04-22 21:08:16.998799520,MG,Loja Física,Acessórios,Varejo,Produto_48,9,7.114.092.152.858.780,4.076.203.376.436.940,30.378.887.764.218.300
2023-04-23 11:09:34.789915966,ES,Loja Física,Eletrônicos,Varejo,Produto_86,7,5.904.976.179.058.910,37.242.931.552.323.800,218.068.302.382.653
2023-04-23 18:10:13.685474190,BA,Representante,Acessórios,Distribuidor,Produto_84,10,22.175.750.331.206.800,17.717.907.684.269.600,44.578.426.469.372.000
2023-04-23 18:10:13.685474190,SP,Loja Física,Acessórios,Distribuidor,Produto_34,2,3.633.905.112.313.520,20.911.979.834.855.600,15.427.071.288.279.500
2023-04-24 15:12:10.372148860,MG,Representante,Acessórios,Corporativo,Produto_62,2,145.306.843.988.565,1.154.312.243.408.280,2.987.561.964.773.620
2023-04-24 15:12:10.372148860,PR,Representante,Serviços,Corporativo,Produto_98,14,36.322.602.611.588.900,30.198.525.364.136.800,6.124.077.247.452.140
2023-04-24 15:12:10.372148860,PR,Loja Física,Acessórios,Varejo,Produto_64,5,36.499.465.764.007.900,21.024.531.103.016.600,15.474.934.660.991.300
2023-04-25 05:13:28.163265306,MG,Marketplace,Eletrônicos,Distribuidor,Produto_75,7,1.395.752.329.203.200,11.232.633.834.699.900,27.248.894.573.320.900
2023-04-25 12:14:07.058823530,RS,Online,Eletrônicos,Distribuidor,Produto_9,8,10.344.363.252.470.600,8.698.864.611.980.980,16.454.986.404.896.700
2023-04-25 12:14:07.058823530,RJ,Representante,Eletrônicos,Distribuidor,Produto_38,2,29.170.618.822.148.200,20.055.428.072.611.500,9.115.190.749.536.630
2023-04-25 12:14:07.058823530,SP,Representante,Serviços,Varejo,Produto_66,7,1.602.955.779.462.200,12.823.109.749.023.100,3.206.448.045.598.860
2023-04-26 02:15:24.849939976,PR,Loja Física,Acessórios,Distribuidor,Produto_103,9,6.043.959.206.701.680,35.771.181.113.369.600,2.466.841.095.364.720
2023-04-26 16:16:42.641056422,ES,Marketplace,Eletrônicos,Distribuidor,Produto_100,1,2.957.018.575.733.180,19.564.701.162.536.100,100.054.845.947.957
2023-04-26 16:16:42.641056422,PR,Marketplace,Serviços,Varejo,Produto_4,9,19.031.423.520.111.800,1.277.181.053.042.390,6.259.612.989.687.950
2023-04-26 23:17:21.536614646,MG,Loja Física,Acessórios,Varejo,Produto_66,6,5.296.468.571.078.950,3.098.571.240.433.200,2.197.897.330.645.740
2023-04-26 23:17:21.536614646,SC,Loja Física,Móveis,Corporativo,Produto_111,6,12.990.561.668.223.300,10.281.983.012.851.700,27.085.786.553.716.000
2023-04-27 06:18:00.432172870,SC,Marketplace,Móveis,Distribuidor,Produto_5,11,473.155.604.238.852,38.568.748.919.224.100,8.746.811.504.661.040
2023-04-27 06:18:00.432172870,SP,Marketplace,Serviços,Corporativo,Produto_49,12,28.956.580.946.154.600,22.618.892.946.869.700,6.337.687.999.284.920
2023-04-27 06:18:00.432172870,SC,Online,Serviços,Distribuidor,Produto_33,10,7.626.166.410.677.610,633.157.832.979.656,12.945.880.808.810.500
2023-04-27 06:18:00.432172870,MG,Loja Física,Acessórios,Corporativo,Produto_6,6,13.593.692.858.728.300,10.761.339.838.803.600,2.832.353.019.924.630
2023-04-27 13:18:39.327731092,BA,Online,Eletrônicos,Varejo,Produto_95,9,17.727.410.166.965.400,99.638.611.982.621,7.763.548.968.703.390
2023-04-28 10:20:36.014405762,MG,Online,Serviços,Distribuidor,Produto_29,11,15.791.849.908.694.200,11.224.031.295.027.400,4.567.818.613.666.740
2023-04-28 17:21:14.909963986,BA,Marketplace,Serviços,Distribuidor,Produto_72,9,7.955.758.442.464.030,46.887.013.141.832.100,3.267.057.128.280.820
2023-04-28 17:21:14.909963986,MG,Marketplace,Serviços,Corporativo,Produto_74,10,16.636.251.469.595.800,10.994.593.027.554.300,5.641.658.442.041.490
2023-04-29 00:21:53.805522208,SC,Representante,Móveis,Varejo,Produto_12,3,6.508.847.610.569.570,5.447.798.420.178.350,10.610.491.903.912.200
2023-04-29 00:21:53.805522208,RS,Marketplace,Informática,Corporativo,Produto_80,10,24.650.888.414.362.800,18.858.741.549.747.900,5.792.146.864.614.950
2023-04-29 07:22:32.701080432,ES,Marketplace,Móveis,Corporativo,Produto_56,13,26.233.801.432.974.600,215.045.471.619.918,4.729.254.270.982.810
2023-04-29 07:22:32.701080432,SP,Online,Acessórios,Distribuidor,Produto_89,10,20.952.665.364.885.200,16.052.138.513.197.100,4.900.526.851.688.080
2023-04-29 07:22:32.701080432,RJ,Marketplace,Móveis,Distribuidor,Produto_64,11,23.009.895.915.119.000,18.437.624.730.589.400,4.572.271.184.529.580
2023-04-29 14:23:11.596638656,ES,Marketplace,Eletrônicos,Corporativo,Produto_42,5,10.884.818.356.363.800,6.235.521.730.530.580,4.649.296.625.833.220
2023-04-29 14:23:11.596638656,PR,Online,Eletrônicos,Corporativo,Produto_59,14,14.210.242.978.497.400,8.240.498.361.449.180,596.974.461.704.828
2023-04-29 21:23:50.492196878,RJ,Online,Eletrônicos,Distribuidor,Produto_97,3,26.762.471.271.967.900,17.127.283.502.769.100,9.635.187.769.198.810
2023-05-01 01:26:26.074429772,BA,Online,Eletrônicos,Varejo,Produto_38,9,32.308.593.599.191.600,21.472.006.910.434.800,1.083.658.668.875.680
2023-05-01 08:27:04.969987996,RJ,Online,Móveis,Corporativo,Produto_88,13,30.348.403.688.567.700,2.152.974.913.075.590,8.818.654.557.811.720
2023-05-01 15:27:43.865546218,BA,Marketplace,Informática,Corporativo,Produto_112,7,16.419.716.346.633.200,12.689.768.434.089.000,3.729.947.912.544.260
2023-05-03 09:31:37.238895558,PR,Marketplace,Acessórios,Distribuidor,Produto_21,6,11.707.526.023.071.500,8.523.615.168.442.470,3.183.910.854.629.120
2023-05-03 09:31:37.238895558,ES,Marketplace,Móveis,Corporativo,Produto_95,1,23.098.252.387.329.500,18.715.450.761.812.800,4.382.801.625.516.720
2023-05-03 09:31:37.238895558,SC,Representante,Eletrônicos,Distribuidor,Produto_67,2,29.105.645.740.735.600,17.165.660.584.351.800,11.939.985.156.383.700
2023-05-03 23:32:55.030012004,RS,Representante,Acessórios,Distribuidor,Produto_25,13,2.367.484.443.559.540,1.710.602.721.986.340,65.688.172.157.320.000
2023-05-04 13:34:12.821128452,BA,Loja Física,Acessórios,Varejo,Produto_106,3,38.795.902.296.689.900,23.427.851.001.847.400,15.368.051.294.842.500
2023-05-04 20:34:51.716686674,ES,Loja Física,Acessórios,Distribuidor,Produto_72,11,19.455.172.088.516.300,13.063.548.039.148.500,6.391.624.049.367.820
2023-05-04 20:34:51.716686674,BA,Marketplace,Informática,Distribuidor,Produto_82,10,7.774.356.443.928.070,6.282.349.996.412.510,14.920.064.475.155.500
2023-05-04 20:34:51.716686674,BA,Online,Acessórios,Distribuidor,Produto_32,7,8.277.677.414.776.320,6.545.227.121.539.520,17.324.502.932.368.000
2023-05-05 17:36:48.403361344,ES,Representante,Móveis,Varejo,Produto_81,5,3.112.711.264.177.910,2.277.578.821.245.420,8.351.324.429.324.940
2023-05-06 00:37:27.298919568,SC,Online,Serviços,Corporativo,Produto_72,13,26.320.545.458.748.600,17.785.253.691.876.400,8.535.291.766.872.160
2023-05-06 14:38:45.090036014,RS,Loja Física,Eletrônicos,Distribuidor,Produto_32,10,2.962.121.601.373.970,2.060.101.394.107.250,9.020.202.072.667.210
2023-05-06 21:39:23.985594238,BA,Loja Física,Informática,Varejo,Produto_24,11,21.821.686.299.704.700,13.150.109.871.003.100,8.671.576.428.701.530
2023-05-07 11:40:41.776710684,MG,Loja Física,Eletrônicos,Corporativo,Produto_99,6,5.110.721.193.992.120,36.469.644.467.404.000,14.637.567.472.517.100
2023-05-07 18:41:20.672268908,ES,Loja Física,Móveis,Varejo,Produto_118,11,7.039.654.652.566.980,4.096.932.829.004.720,2.942.721.823.562.250
2023-05-08 01:41:59.567827130,ES,Online,Eletrônicos,Corporativo,Produto_68,9,1.260.950.329.764.630,6.936.137.231.480.500,5.673.366.066.165.810
2023-05-08 08:42:38.463385354,ES,Marketplace,Informática,Corporativo,Produto_40,14,23.973.359.648.977.600,19.498.809.867.464.400,4.474.549.781.513.240
2023-05-09 12:45:14.045618248,MG,Online,Informática,Distribuidor,Produto_44,6,12.096.040.658.577.900,76.436.290.094.066.900,4.452.411.649.171.260
2023-05-09 12:45:14.045618248,ES,Online,Serviços,Distribuidor,Produto_115,14,1.570.224.521.750.950,11.271.363.261.076.800,4.430.881.956.432.690
2023-05-09 19:45:52.941176470,PR,Representante,Serviços,Distribuidor,Produto_17,1,17.130.151.508.802.700,13.299.143.897.423.100,3.831.007.611.379.580
2023-05-10 02:46:31.836734694,SC,Representante,Acessórios,Corporativo,Produto_3,7,23.880.911.548.564.000,1.666.523.496.565.120,7.215.676.582.912.820
2023-05-10 02:46:31.836734694,SP,Marketplace,Eletrônicos,Corporativo,Produto_35,8,17.348.393.672.355.900,1.159.665.674.447.230,5.751.736.927.883.580
2023-05-10 16:47:49.627851140,PR,Loja Física,Eletrônicos,Distribuidor,Produto_70,2,10.755.723.309.433.400,8.023.440.255.495.340,2.732.283.053.938.070
2023-05-10 16:47:49.627851140,PR,Loja Física,Móveis,Varejo,Produto_70,10,8.784.516.686.492.800,520.465.723.406.784,35.798.594.524.249.600
2023-05-11 06:49:07.418967586,ES,Representante,Móveis,Corporativo,Produto_102,1,18.564.224.208.420.800,11.230.784.158.011.300,7.333.440.050.409.540
2023-05-11 20:50:25.210084034,RS,Online,Acessórios,Corporativo,Produto_15,14,23.049.157.229.722.600,17.936.724.663.087,5.112.432.566.635.640
2023-05-11 20:50:25.210084034,RS,Representante,Acessórios,Varejo,Produto_84,10,18.840.316.501.586.500,12.425.650.131.584.700,6.414.666.370.001.790
2023-05-12 03:51:04.105642256,PR,Loja Física,Eletrônicos,Distribuidor,Produto_23,8,17.966.050.323.238.900,14.865.006.617.096.300,3.101.043.706.142.580
2023-05-12 03:51:04.105642256,SP,Online,Serviços,Distribuidor,Produto_84,3,6.088.251.000.664.730,4.610.360.658.468.070,1.477.890.342.196.650
2023-05-12 10:51:43.001200480,SP,Marketplace,Informática,Varejo,Produto_37,13,10.186.297.050.855.200,6.997.013.000.623.440,31.892.840.502.318.100
2023-05-12 17:52:21.896758704,PR,Representante,Móveis,Distribuidor,Produto_73,13,14.427.490.340.356.700,8.926.396.822.950.760,55.010.935.174.059.500
2023-05-12 17:52:21.896758704,BA,Online,Serviços,Varejo,Produto_93,10,3.937.907.986.608.070,2.670.685.053.020.100,12.672.229.335.879.600
2023-05-13 14:54:18.583433374,ES,Representante,Serviços,Corporativo,Produto_3,10,14.441.569.424.893.800,10.091.490.719.168.500,43.500.787.057.252.900
2023-05-13 14:54:18.583433374,SC,Online,Eletrônicos,Distribuidor,Produto_100,3,521.108.656.394.435,4.152.314.719.883.980,10.587.718.440.603.600
2023-05-13 21:54:57.478991596,PR,Loja Física,Informática,Distribuidor,Produto_83,9,4.326.607.929.203.510,36.311.181.580.298.800,6.954.897.711.736.300
2023-05-13 21:54:57.478991596,BA,Online,Informática,Varejo,Produto_9,9,7.360.764.695.023.420,4.356.332.396.948.480,3.004.432.298.074.940
2023-05-14 04:55:36.374549820,SP,Representante,Eletrônicos,Corporativo,Produto_117,1,16.303.267.696.522.700,12.319.940.164.503.000,3.983.327.532.019.720
2023-05-14 04:55:36.374549820,RS,Loja Física,Móveis,Varejo,Produto_60,7,13.088.619.395.000.300,9.614.871.073.930.700,34.737.483.210.696.800
2023-05-15 01:57:33.061224490,SC,Online,Acessórios,Distribuidor,Produto_21,4,3.932.674.196.665.930,3.309.531.459.754.180,623.142.736.911.745
2023-05-15 01:57:33.061224490,PR,Representante,Eletrônicos,Corporativo,Produto_51,9,5.440.009.509.634.720,3.180.848.187.851.940,22.591.613.217.827.700
2023-05-15 08:58:11.956782712,ES,Marketplace,Serviços,Distribuidor,Produto_87,14,35.630.876.977.701.800,3.016.428.605.959.030,5.466.590.918.111.460
2023-05-15 08:58:11.956782712,MG,Representante,Móveis,Varejo,Produto_69,3,4.107.950.382.976.180,308.970.923.138.777,10.182.411.515.884.100
2023-05-15 15:58:50.852340936,ES,Representante,Serviços,Varejo,Produto_88,13,24.571.872.325.792.500,13.754.683.335.002.300,1.081.718.899.079.020
2023-05-15 22:59:29.747899160,SP,Loja Física,Informática,Corporativo,Produto_100,10,19.171.657.434.087.200,14.970.856.901.141.100,420.080.053.294.603
2023-05-16 06:00:08.643457382,SP,Representante,Eletrônicos,Varejo,Produto_70,1,9.460.038.500.886.650,6.754.418.913.196.410,27.056.195.876.902.400
2023-05-16 13:00:47.539015606,ES,Representante,Eletrônicos,Corporativo,Produto_119,6,14.056.213.561.163.100,9.597.178.390.951.700,4.459.035.170.211.440
2023-05-17 10:02:44.225690276,RS,Marketplace,Serviços,Varejo,Produto_92,14,4.732.076.873.752.520,28.454.831.329.336.000,18.865.937.408.189.200
2023-05-18 00:04:02.016806722,RS,Marketplace,Eletrônicos,Distribuidor,Produto_28,13,19.387.602.454.771.800,13.859.359.920.772.000,5.528.242.533.999.760
2023-05-18 07:04:40.912364946,SC,Online,Acessórios,Distribuidor,Produto_61,10,20.140.615.188.797.500,16.176.146.367.063.500,396.446.882.173.405
2023-05-19 11:07:16.494597840,SC,Loja Física,Serviços,Distribuidor,Produto_70,13,13.237.936.975.510.500,1.040.035.116.283.890,2.837.585.812.671.560
2023-05-19 18:07:55.390156062,SP,Representante,Acessórios,Varejo,Produto_64,2,13.803.080.656.505.000,11.055.126.340.731.200,27.479.543.157.737.700
2023-05-19 18:07:55.390156062,RJ,Online,Móveis,Corporativo,Produto_29,2,22.673.895.764.944.200,12.595.239.404.853.600,10.078.656.360.090.600
2023-05-19 18:07:55.390156062,RJ,Loja Física,Serviços,Varejo,Produto_89,8,20.586.930.321.937.700,13.036.914.407.875.800,7.550.015.914.061.830
2023-05-19 18:07:55.390156062,RJ,Marketplace,Informática,Varejo,Produto_23,1,2.265.723.242.469.430,189.785.923.560.365,36.786.400.686.578.200
2023-05-20 08:09:13.181272508,SC,Loja Física,Móveis,Varejo,Produto_21,7,8.056.233.350.406.240,4.773.408.098.462.430,32.828.252.519.438.000
2023-05-21 05:11:09.867947178,PR,Online,Serviços,Corporativo,Produto_3,12,1.818.534.732.189.360,12.490.062.857.061.700,5.695.284.464.831.940
2023-05-21 05:11:09.867947178,PR,Representante,Eletrônicos,Distribuidor,Produto_79,4,10.601.417.249.232.100,7.645.052.184.806.320,295.636.506.442.578
2023-05-21 12:11:48.763505402,RJ,Marketplace,Acessórios,Corporativo,Produto_90,12,17.868.331.262.835.500,9.921.886.715.523.350,7.946.444.547.312.160
2023-05-21 19:12:27.659063626,SP,Online,Móveis,Varejo,Produto_39,14,335.623.905.342.486,24.909.726.894.472.400,8.652.663.639.776.150
2023-05-21 19:12:27.659063626,SC,Loja Física,Acessórios,Distribuidor,Produto_2,7,7.384.308.642.305.430,6.227.189.806.400.440,11.571.188.359.049.800
2023-05-22 02:13:06.554621848,MG,Marketplace,Móveis,Corporativo,Produto_19,6,9.718.609.221.872.360,6.533.460.238.504.720,3.185.148.983.367.630
2023-05-22 09:13:45.450180072,RS,Online,Eletrônicos,Corporativo,Produto_63,6,28.488.224.283.675.400,24.090.691.427.768.700,4.397.532.855.906.690
2023-05-22 09:13:45.450180072,BA,Marketplace,Móveis,Varejo,Produto_22,6,9.889.489.839.472.130,6.094.003.719.698.020,37.954.861.197.741.000
2023-05-23 06:15:42.136854742,RS,Loja Física,Acessórios,Corporativo,Produto_63,7,13.918.782.745.720.200,9.807.807.248.883.820,4.110.975.496.836.400
2023-05-23 13:16:21.032412966,SC,Online,Móveis,Corporativo,Produto_2,4,9.176.314.611.020.970,7.265.950.381.417.660,19.103.642.296.033.100
2023-05-23 13:16:21.032412966,BA,Online,Eletrônicos,Varejo,Produto_88,4,5.776.856.582.772.470,41.031.540.761.641.200,16.737.025.066.083.500
2023-05-23 20:16:59.927971188,SP,Loja Física,Informática,Distribuidor,Produto_15,4,3.093.421.134.226.600,22.266.397.421.941.600,8.667.813.920.324.460
2023-05-23 20:16:59.927971188,PR,Loja Física,Serviços,Varejo,Produto_48,14,18.136.308.099.321.800,14.720.924.965.260.100,341.538.313.406.176
2023-05-23 20:16:59.927971188,RJ,Marketplace,Acessórios,Distribuidor,Produto_110,13,28.995.344.008.621.300,21.963.135.507.608.800,7.032.208.501.012.500
2023-05-23 20:16:59.927971188,MG,Representante,Acessórios,Varejo,Produto_95,5,1.132.834.066.806.630,77.989.818.539.579,352.935.881.410.845
2023-05-24 03:17:38.823529412,ES,Marketplace,Eletrônicos,Varejo,Produto_115,8,1.535.153.513.592.960,12.643.836.796.000.600,27.076.983.399.290.400
2023-05-24 17:18:56.614645858,MG,Representante,Acessórios,Varejo,Produto_38,7,10.863.623.248.501.400,908.493.426.717.505,1.778.688.981.326.360
2023-05-25 00:19:35.510204082,SC,Representante,Móveis,Varejo,Produto_19,11,16.161.268.007.051.600,12.928.337.189.005.200,32.329.308.180.463.400
2023-05-25 00:19:35.510204082,BA,Online,Acessórios,Varejo,Produto_104,3,4.928.239.061.981.570,28.719.763.073.427.800,2.056.262.754.638.780
2023-05-25 00:19:35.510204082,RJ,Loja Física,Eletrônicos,Varejo,Produto_99,14,1.187.596.968.385.260,7.547.065.671.545.620,4.328.904.012.307.000
2023-05-25 07:20:14.405762304,SP,Loja Física,Eletrônicos,Corporativo,Produto_11,11,27.388.038.966.253.500,17.437.823.944.026.100,995.021.502.222.744
2023-05-25 07:20:14.405762304,SP,Loja Física,Serviços,Corporativo,Produto_75,10,14.338.705.004.320.200,9.353.447.676.754.610,49.852.573.275.656
2023-05-25 14:20:53.301320528,MG,Online,Informática,Distribuidor,Produto_17,8,13.760.842.707.837.800,10.431.248.203.335.900,3.329.594.504.501.890
2023-05-25 21:21:32.196878752,RJ,Representante,Acessórios,Distribuidor,Produto_26,2,20.758.244.161.358.900,15.719.020.288.909.500,50.392.238.724.494.300
2023-05-26 11:22:49.987995198,RS,Loja Física,Móveis,Corporativo,Produto_47,9,6.235.249.355.621.890,34.805.860.727.389.100,2.754.663.282.882.970
2023-05-26 11:22:49.987995198,BA,Online,Informática,Corporativo,Produto_28,7,38.933.971.836.787.300,26.754.969.288.767.600,12.179.002.548.019.600
2023-05-26 18:23:28.883553422,SP,Loja Física,Móveis,Varejo,Produto_43,4,7.577.370.627.715.290,451.236.099.322.597,3.065.009.634.489.320
2023-05-26 18:23:28.883553422,SP,Online,Acessórios,Distribuidor,Produto_78,6,1.463.682.255.602.160,8.171.839.993.537.280,6.464.982.562.484.390
2023-05-27 01:24:07.779111644,RS,Online,Eletrônicos,Distribuidor,Produto_63,5,10.862.568.567.298.800,8.469.295.080.726.310,23.932.734.865.725.600
2023-05-27 22:26:04.465786314,PR,Online,Informática,Distribuidor,Produto_62,5,4.627.860.942.237.530,35.426.483.644.220.400,1.085.212.577.815.490
2023-05-28 05:26:43.361344538,RS,Marketplace,Móveis,Distribuidor,Produto_48,3,590.251.433.125.851,4.160.999.546.066.730,17.415.147.851.917.700
2023-05-28 05:26:43.361344538,PR,Marketplace,Eletrônicos,Corporativo,Produto_38,8,1.318.082.058.444.290,11.100.255.464.607.000,20.805.651.198.359.200
2023-05-29 02:28:40.048019208,RJ,Marketplace,Informática,Varejo,Produto_61,4,9.669.286.330.952.870,7.122.641.444.632.140,25.466.448.863.207.300
2023-05-29 09:29:18.943577430,ES,Representante,Acessórios,Varejo,Produto_55,14,25.398.680.911.255.400,15.372.656.732.591.200,1.002.602.417.866.420
2023-05-29 16:29:57.839135654,SC,Online,Acessórios,Varejo,Produto_32,10,1.757.633.423.473.460,14.467.809.912.952.600,3.108.524.321.781.920
2023-05-31 03:33:12.316926770,ES,Representante,Móveis,Corporativo,Produto_10,6,478.953.480.528.127,3.991.917.806.360.150,7.976.169.989.211.170
2023-05-31 03:33:12.316926770,SC,Loja Física,Informática,Distribuidor,Produto_91,11,5.895.706.819.319.520,4.974.104.925.964.160,9.216.018.933.553.580
2023-05-31 10:33:51.212484994,BA,Loja Física,Móveis,Varejo,Produto_61,4,4.296.382.945.310.260,36.123.489.364.230.200,6.840.340.088.872.350
2023-05-31 10:33:51.212484994,SP,Loja Física,Eletrônicos,Corporativo,Produto_37,12,5.670.004.527.048.210,3.808.904.357.799.680,18.611.001.692.485.200
2023-05-31 17:34:30.108043218,SC,Marketplace,Eletrônicos,Distribuidor,Produto_62,6,33.529.562.023.446.800,25.138.138.423.684.300,8.391.423.599.762.490
2023-05-31 17:34:30.108043218,SP,Online,Serviços,Corporativo,Produto_88,12,18.868.707.477.370.500,13.472.654.974.127.200,5.396.052.503.243.360
2023-06-01 00:35:09.003601440,ES,Online,Móveis,Corporativo,Produto_99,12,8.550.301.265.825.960,5.939.748.402.812.120,2.610.552.863.013.830
2023-06-01 14:36:26.794717888,ES,Online,Móveis,Varejo,Produto_64,7,13.423.191.098.224.000,7.796.923.525.895.690,5.626.267.572.328.370
